fname,dialogue,summary,topic
aug_0010,"#Person1#: 안녕하세요! 어떤 도움을 드릴까요?
#Person2#: 프랑스로 소포 보내려고 하는데요. 얼마 정도 걸릴까요?
#Person1#: 보통 해외 배송은 10~14일 소요되지만, 빠른 배송 옵션이 있습니다.
#Person2#: 가능한 빨리 보내야 해서요. 7일 이내 배송 가능한가요?
#Person1#: 아니요, 하지만 일주일 내에 프랑스로 보내드릴 수 있어요. 비용은 40달러입니다.
#Person2#: 아, 그거 괜찮네요. 그걸로 할게요. 서비스는 보장되나요?
#Person1#: 네, 소포 추적 서비스도 제공하는데 이는 추가로 10달러가 듭니다.
#Person2#: 아, 추적 서비스는 필요 없어요.","#Person2#는 소포를 프랑스로 보내고 싶어 하고, #Person1#의 도움으로 7일 배송 서비스를 선택합니다.",소포 배송
aug_0011,"#Person1#: 벌써 11시야. 이제 TV 끄고 자는 게 어때?
#Person2#: 네? 지금 재미있는 드라마 보는 중인데요!
#Person1#: 내일 학교 가야 하지 않니? 일찍 자야 피곤하지 않다.
#Person2#: 한 시간만 더 보면 안 될까요? 내일 아침에 일찍 일어나면 돼요.
#Person1#: 네가 다음 주에 시험이 있다는 거 알고 있지?
#Person2#: 에이, 시험 공부는 나중에 할 거예요. 다음 주에 시작하면 돼요.
#Person2#: 아, 거의 시험을 잊고 있었어요.
#Person1#: 수학은 잘하지만, 역사가 부족하지 않니?
#Person2#: 네, 그런 것 같아요. 지금 자고 내일 일찍 일어나서 복습하면 될 것 같아요.
#Person1#: 좋은 생각이네. 지금 공부하고 나중에 놀아라.
#Person2#: 엄마 말이 맞아요. 학교가 TV보다 더 중요해요. 한 프로그램만 더 보고 자도 돼요?
#Person1#: 안 돼, 지금 잘 시간이야.","#Person1#은 #Person2#에게 잘 시간이라 더 이상 TV를 보지 말라고 권유합니다. #Person2#는 처음에는 거부하지만, 시험을 잊고 있었다는 것을 깨닫고 결국 동의합니다.",취침 시간
aug_0012,"#Person1#: 반갑습니다. 지난번 논의에 이어서 납품 가격과 조건들을 세부적으로 얘기해 보려 하는데요.
#Person2#: 맞습니다. 지난번 말씀하신 예산은 저희가 예상하는 수준보다 낮다고 느꼈을 때라서요.
#Person1#: 저희도 최대한 유연하게 접근하고 있지만, 경쟁력 있는 가격을 유지해야 하는 입장이라 어렵습니다.
#Person2#: 생산 단가와 운송비 상승분을 고려하면 현재 제안은 최소한의 마진을 반영한 수치입니다.
#Person1#: 그렇다면 구체적인 수치를 바탕으로 협상 가능성을 살펴보는 게 좋을 것 같네요.
#Person2#: 이것이 저희가 제안하는 가격입니다.
#Person2#: 이것이 저희가 제안하는 가격입니다.
#Person1#: 저희도 귀사와의 거래를 진지하게 고려하고 있지만, 귀사의 제안과 저희 가격 사이에 차이가 큽니다.
#Person2#: 우리도 같은 생각입니다. 우리의 제안은 세계 시장 가격에 맞춘 것입니다.
#Person1#: 거래를 마무리하기 위해 중간 가격에서 타협하는 건 어떨까요?
#Person2#: 좋습니다.","#Person1#의 가격과 #Person2#의 제안 사이에 큰 차이가 있었으나, 그들은 거래를 성사시키기 위해 중간 가격에서 합의하기로 하였습니다.",가격 협상
aug_0013,"#Person1#: 요즘 가족 정책에 대해 어떻게 생각해? 우리 집도 그 영향 좀 받았거든.
#Person2#: 한 자녀 정책 같은 거 말이야? 우리 집은 대가족이라 그런 거랑 좀 멀게 느껴져.
#Person1#: 아, 대가족? 형제나 자매가 많나 보네.
#Person2#: 그렇죠. 나 포함 4남매에 조부모까지 함께 살아. 사람이 좀 북적여.
#Person1#: 부러울 때도 있겠다. 난 동생이 하나뿐이라서.
#Person2#: 한 명만? 한 자녀 정책 시절에 태어났으면 둘 못 낳을 텐데 어떻게 된 거야?
#Person1#: 부모님이 소수민족 출신이라 예외가 적용됐어. 그래서 동생을 가질 수 있었지.
#Person2#: 소수민족 우대 정책이 그런 부분까지 영향을 미치네. 신기한데?
#Person1#: 그래, 했지. 근데 우리 부모님은 소수민족이셔. 소수민족 가정은 두 아이 가질 수 있는 우대 정책이 있어.
#Person1#: 그래, 했지. 근데 우리 부모님은 소수민족이셔. 소수민족 가정은 두 아이 가질 수 있는 우대 정책이 있어.
#Person2#: 흥미롭네. 한 자녀 가정에 대해 어떻게 생각해?
#Person1#: 아이가 외로움 많이 탈 것 같아. 동생이 나보다 10살 어려. 그 애 태어나기 전까지 혼자였는데 항상 동생이 있으면 좋겠다고 꿈꿨어.
#Person2#: 둘이 잘 지내?
#Person1#: 응, 정말 가까워. 이제 12살인데 정말 똑똑해. 항상 우리를 많이 웃게 해.
#Person2#: 정말 멋진 가족이 있구나.
#Person1#: 고마워.","#Person2#는 대가족이 있으며, #Person1#에게는 남동생 하나가 있습니다. #Person1#의 부모님은 소수민족 출신이라 한 자녀 정책에도 두 아이를 가질 수 있었습니다. #Person1#과 남동생은 매우 가까운 사이입니다.",가족 구성과 정책
aug_0014,"#Person1#: 안녕하세요. 도와드릴까요?
#Person2#: 네. 이 반지 좀 볼 수 있을까요?
#Person1#: 물론이죠. 제가 꺼내드릴게요. 사이즈가 어떻게 되세요?
#Person2#: 여섯 사이즈일 거예요.
#Person1#: 여기 있습니다.
#Person2#: 이 반지에 잘 어울리는 목걸이도 있나요?
#Person1#: 몇 가지 선택할 수 있는 게 있어요. 여기 있습니다.
#Person2#: 이 목걸이에는 가격표가 없네요.
#Person1#: 죄송해요. 방금 들어온 신제품이라 가격표가 미처 붙지 않았어요.
#Person2#: 가격은 얼마인가요?
#Person1#: 이 목걸이는 38만 원입니다. 반지와의 세트 할인 혜택도 적용 가능해요.
#Person2#: 세트 할인은 얼마나 되나요?
#Person1#: 함께 구매하시면 총 금액의 15%를 할인해 드립니다.
#Person2#: 그럼 반지 가격은 얼마죠?
#Person1#: 반지는 25만 원입니다. 할인 시 36,500원 절약되세요.
#Person2#: 다른 목걸이와 비교해도 될까요?
#Person1#: 네, 이쪽 라인은 세공 방식이 달라 10만 원대부터 선택할 수 있어요.
#Person2#: 그러면 할인 적용해서 세트로 구매할게요. 포장 부탁드려요.
#Person1#: 감사합니다. 깔끔하게 포장해 드리겠습니다!",#Person1#은 #Person2#이 여섯 사이즈의 반지와 어울리는 목걸이를 고르는 것을 도와주고 있습니다.,주얼리 쇼핑
aug_0015,"#Person1#: 내일 사무실 방문은 어떻게 할 계획이야?
#Person2#: 혼자 갈 거고, 기차를 타고 갈 생각이야. 혹시 기차 못 타면 택시 탈게.
#Person1#: 길 찾기는 문제없겠지? 주소 잘 알고 있는 거 맞아?
#Person2#: 못 알아들으시면, 내 명함에 적힌 사무실 주소를 보여드릴 거야.
#Person2#: 못 알아들으시면, 내 명함에 적힌 사무실 주소를 보여드릴 거야.
#Person1#: 좋아, 근데 네가 늦으면 어떻게 알게 돼?
#Person2#: 늦어지면 전화할게.","#Person2#는 혼자 사무실에 갈 수 있으며 기차를 이용할 계획이라고 설명합니다. 기차를 이용하지 못할 경우 택시를 탈 예정이며, 늦을 경우 #Person1#에게 전화로 알릴 것이라고 합니다.",사무실 방문
aug_0016,"#Person1#: 쾅? 쾅! 일요일 아침 7시에 왕 씨네가 도대체 뭐 하는 거지?
#Person2#: 음, Mr. King이 노래를 부르고 있어.
#Person1#: 그래도 그 쾅쾅거리는 소리는 뭐야?
#Person2#: 사다리 위에 올라가서 망치로 못을 박고 있어. 이제 못에 끈을 걸고 있대.
#Person1#: 그럼 Mrs. King은 뭐 하고 있어?
#Person2#: Mr. King한테 핑크색 음료수를 가져다주고 있어. 이제 내려놓고... 됐어.
#Person1#: 핑크색 음료수? 아침부터 웬 핑크색 음료수지?
#Person2#: 에너지를 충전해야 한다면서요. Mrs. King이 직접 만든 거라고 하던데.
#Person1#: (한숨) 어이없네. 어제는 밤늦게까지 북 치더니 오늘은 아침부터 난리야.
#Person2#: 아, 그리고 사다리가 넘어졌어. Mr. King이 끈에 매달려서 허우적대고 있더라.
#Person1#: 뭐? 사고라도 나면 어쩌려고... Mrs. King은 뭐 하고 있어?
#Person2#: 달려와서 사다리를 세우려고 하는데, 자꾸 미끄러져서 넘어지고 있어.
#Person1#: (짜증스럽게) 그냥 무시하고 내가 나갈 때까지 조용히 있게 해줘.
#Person2#: 그런데 Mrs. King이 당신 집을 향해 달려오고 있어. 혹시 도와줄 일이 있나 봐.
#Person1#: (단호하게) 아무것도 필요 없다고 전해. 문도 안 열어줄 거야.","#Person1#은 Mr. King의 소음에 짜증을 내고 있다. Mr. King은 사다리가 넘어가면서 끈에 매달려 있고, Mrs. King은 #Person1#네 집으로 달려오고 있지만, #Person1#은 대응하지 않을 예정이다.",시끄러운 일요일 아침
aug_0017,"#Person1#: 마틴, 쇼핑은 어땠어? 뭐 재미있는 거 발견했어?
#Person2#: 오, 찻주전자 하나 샀어! 디자인도 예쁘고 가격이 합리적이라서 바로 구입지 뭐야.
#Person1#: 찻주전자? 우와, 차 자주 마시나 봐?
#Person2#: 요즘 차 마시는 재미에 푹 빠져서 자주 사 모으게 되더라. 너도 한 번 마셔 볼래?
#Person1#: 도시를 어떻게 돌아다녔어?
#Person1#: 도시를 어떻게 돌아다녔어?
#Person2#: 택시 탔지. 그게 제일 편하더라고.
#Person1#: 그랬구나, 길 헤매진 않았어?
#Person2#: 길을 잃을 뻔했는데 정말 친절한 사람들을 만나서 다행이었어. 바로 길을 알려줬어.",마틴이 쇼핑 중 찻주전자를 샀다고 #Person1#에게 이야기합니다.,쇼핑 경험
aug_0018,"#Person1#: 알스 차고에 오신 걸 환영합니다. 문제가 있어 보이는데요?
#Person2#: 문제는 아니고요! 장거리 여행을 갈 건데 제 차가 제대로 작동하는지 확인하고 싶어서요.
#Person1#: 아주 현명한 선택이네요. 마지막으로 점검한 게 언제인가요?
#Person2#: 얼마 안 된 것 같아요, 아마도 넉 달 전쯤이었던 것 같아요.
#Person1#: 보통 저희는 5천 킬로미터마다 차를 점검하시길 추천합니다.
#Person1#: 5천 킬로 점검에는 엔진 오일 교체, 브레이크 패드, 타이어 공기압 점검 등이 포함됩니다.
#Person2#: 그렇군요. 그럼 이번에 그 모든 걸 체크해 주실 수 있나요?
#Person1#: 물론입니다! 추가로 냉각수 상태와 배터리 성능도 점검해 드리는 게 좋아요.
#Person2#: 장거리라 배터리가 걱정되네요. 꼭 부탁드려요. 비용은 어떻게 되나요?
#Person1#: 기본 점검은 12만 원이고 배터리 점검을 추가하면 2만 원입니다. 할인 이벤트 중이라 10% 할인 가능하세요.
#Person2#: 좋네요! 그럼 오늘 바로 점검 받을 수 있을까요? 여행까지 시간이 별로 없거든요.
#Person1#: 네, 예약 없이 오셔도 2시간 내 완료 가능합니다. 차량 맡겨주시고 내일 오후에 픽업하시면 됩니다.",#Person2#는 장거리 여행 전에 자동차를 점검받고 싶어합니다. #Person1#은 #Person2#에게 5천 킬로미터마다 차량을 점검받을 것을 추천하며 제공하는 서비스를 설명합니다.,자동차 정비 서비스
aug_0019,"#Person1#: 여기 제 여권이 있습니다. 저는 방문 학자입니다.
#Person2#: 신고할 물건이 있나요?
#Person1#: 아니요, 이건 다 제 개인 소지품이에요.
#Person1#: 연구용 노트북과 책 몇 권만 가지고 왔습니다.
#Person2#: 연구 자료라도 금지 품목이 있을 수 있어요. 간단히 검사해도 될까요?
#Person1#: 네, 그럼요. 노트북은 업무용이라 꼭 필요합니다.
#Person2#: 확인 완료됐습니다. 방문 학자 신분으로 서류도 모두 정상적이네요. 즐거운 체류 되세요.",#Person1#는 방문 학자로 세관을 통과하며 #Person2#의 안내를 받고 있습니다.,세관 통과 절차
aug_0020,"#Person1#: 요즘 기분이 안 좋아 보이던데 무슨 일 있어?
#Person2#: 아… 사실 여자친구랑 좀 문제가 생겼어.
#Person1#: 무슨 일인데? 내가 들어줄게.
#Person2#: 친구가 말하길, 그녀가 나한테 계속 험담을 했다고 하더라.
#Person1#: 그럴 수도 있지. 직접 확인해 봤어?
#Person2#: 어제 만나서 물어봤더니 사실이라고 하더라구.
#Person1#: 그녀가 그럴 리 없을 것 같은데.
#Person2#: 하지만 직접 들었어. 그래서 정말 실망이야.
#Person1#: 아, 힘내. 여자친구가 전부는 아니잖아.
#Person2#: 그래도 그녀는 나한테 중요한 사람이야.
#Person1#: 그렇다면 그녀의 실수를 용서해 봐.
#Person1#: 그녀가 그럴 리 없을 것 같은데.
#Person2#: 하지만 직접 들었어. 그래서 정말 실망이야.
#Person1#: 아, 힘내. 여자친구가 전부는 아니잖아.
#Person2#: 그래도 그녀는 나한테 중요한 사람이야.
#Person1#: 그렇다면 그녀의 실수를 용서해 봐.",David는 여자친구가 자신에 대해 험담을 했다는 이야기에 실망하고 있다. #Person1#는 David에게 그녀를 용서하라고 조언한다.,연인 간 갈등
aug_0021,"#Person1#: 스티븐 씨, 이번에 주문한 타자기 10대 중 5대가 아예 작동을 안 해요.
#Person2#: 정말인가요? 제품 번호를 알려주시면 바로 확인하겠습니다.
#Person1#: 이미 엑셀 시트에 정리해서 메일 보냈어요. 당장 조치가 필요합니다.
#Person2#: 죄송합니다. 품질 관리팀이 즉시 현장에 방문해 점검하겠습니다.
#Person1#: 사과만으로는 부족해요. 언제까지 고쳐 줄 건가요?
#Person2#: 내일 오전 중으로 모든 제품을 정상 작동 상태로 만들겠습니다.
#Person1#: 죄송하다는 말은 됐고요. 어떻게 해결하실 건가요?
#Person2#: 걱정 마세요. 곧 수리하겠습니다.
#Person1#: 다시는 이런 일이 없도록 해주세요.
#Person2#: 확실히 조사하겠습니다.
#Person1#: 감사합니다. 안녕히 계세요.","#Person1#은 영업 관리자 Steven에게 새로 받은 타자기 10대 중 5대가 작동하지 않는다고 불만을 제기하고, Steven은 이를 수리해주겠다고 약속합니다.",제품 불량 불만
aug_0022,"#Person1#: 안녕하세요, 주문 건으로 연락드렸습니다. 인형 단가를 좀 더 낮출 수 있을까요? 현재 견적이 예산보다 높아서 고민 중이에요.
#Person2#: 안녕하세요! 관심 가져주셔서 감사합니다. 현재 인형당 1.7달러로 최종 제안드린 상태인데, 추가 할인 여지가 있을까요?
#Person1#: 네, 경쟁사보다 10% 정도 더 낮아져야 구매 결정을 할 수 있을 것 같아요. 대량 주문도 고려 중인데 도움이 될까요?
#Person2#: 대량 주문 시 할인율을 높여드릴 수 있습니다. 최소 주문 수량이 어떻게 되시나요?
#Person1#: 10,000개 정도는 확실히 주문할 수 있을 것 같아요. 그 기준으로 재견적 부탁드려도 될까요?
#Person1#: 음... 쉽진 않겠지만, 할인이 매력적이면 고려할 수 있어요. 얼마나 할인이 가능하죠?
#Person2#: 12,000개 이상 주문 시 인형당 1.5달러입니다. 총 18,000달러가 됩니다.
#Person1#: 그러면 6,000달러를 추가로 내고 인형을 두 배로 받는 건가요? 여전히 약간 부담스럽네요. 더 할 수 없나요? 다른 공급업체와도 비교해봤거든요.
#Person2#: 고객님 거래는 소중하게 생각합니다. 5% 추가 할인을 제안드릴 수 있을 것 같네요.
#Person1#: 그 정도면 우리가 해결할 수 있을 것 같아요. 상사와 확인 후 내일 다시 연락드릴게요.","#Person1#은 인형 가격에 대해 #Person2#와 협상하며, #Person2#는 추가 할인을 제안합니다. #Person1#은 상사와 확인 후 다시 연락하겠다고 합니다.",가격 협상
aug_0023,"#Person1#: 안녕하세요, 이 책이랑 옷을 호주로 보내고 싶어요. 얼마인가요?
#Person2#: 그건 무게에 따라 달라요. 보자, 5파운드입니다. 그래서 $30입니다.
#Person1#: 저렴하게 하기 위해 몇 개를 빼볼게요. 여기요, 이제 얼마인가요?
#Person2#: 지금은 4파운드가 되었으니 $25입니다.
#Person1#: 좋아요, 몇 개 더 빼볼게요. 이번에는 얼마인가요?
#Person1#: (몇 개 더 빼며) 지금 3파운드가 될 것 같은데, 이 경우 얼마일까요?
#Person2#: 3파운드로 $15가 나오시네요. 이 가격에서 더 절감을 원하시면 더 빼셔야 할 것 같습니다.
#Person1#: 이 정도면 괜찮아요. 그 외 추가 요금이 있을 수 있나요?
#Person2#: 기본 요금은 $15지만, 보험이나 추적 서비스 등 추가 서비스를 선택하시면 비용이 더 들 수 있습니다.
#Person1#: 아, 전 그런 건 필요 없을 것 같아요. $15에 모든 걸 보내도 문제없죠?
#Person2#: 네, $15에 일반 우편으로 발송 가능합니다. 다만 보험 미적용 시 분실 위험을 감안하셔야 합니다.
#Person1#: 알겠습니다. 그 조건대로 진행 부탁드릴게요!
#Person2#: 네, 3일 내 출고될 예정입니다. 추가 문의 사항 있으면 연락 주세요!","#Person1#은 책과 옷을 호주로 보내기를 원하지만, 무게에 따라 가격을 낮추고자 물건을 줄였습니다. 최종 가격이 $15일 때 모든 추가 서비스는 거절하였습니다.",우편 발송 비용 절감
aug_0024,"#Person1#: 이 버스가 샌프란시스코 가는 게 맞나요?
#Person2#: 맞아요. 표 좀 보여주실래요? 네, 괜찮네요.
#Person1#: 첫 번째 정류장은 언제인가요?
#Person2#: 로스앤젤레스에서 두 시간 정도 나가서요. 가방 주시면 버스에 실어드릴게요. 여기 수하물 태그입니다. 잃어버리지 마세요. 버스에서 내리실 때 저에게 주세요.
#Person1#: 버스 안에서 담배나 술을 해도 되나요?
#Person2#: 담배는 지정된 휴게소에서 가능하지만 버스 안에서는 금연입니다. 술은 금지되어 있으니 양해 부탁드립니다.
#Person1#: 휴게소에서 쇼핑이나 화장실을 이용할 수 있나요?
#Person2#: 네, 2시간 간격으로 휴게소에 정차하며 15분 정도 자유 시간이 있습니다. 매점 이용도 가능하오나 재승차 시간을 꼭 지켜주세요.","#Person1#은 버스가 샌프란시스코로 가는지 확인하고, #Person2#로부터 첫 번째 정류장과 수하물 안내를 받습니다. 또한 버스 안에서 담배는 가능하지만 술은 금지임을 안내받습니다.",버스 여행 안내
