fname,summary
test_35,"빌은 이번 주에 매일 밤 열 시까지 일했기 때문에 집에 가서 쉬기로 했습니다. #Person1# 의 형은 출장으로 미국에 갔고, 빌의 시계는 4시 30분을 가리킵니다."
test_36,"Simon은 내일 핵무기 확산을 막는 데 도움을 주는 시위에 가고 싶어한다. Cleo는 시위가 무언가를 성취하는 것 같지 않다고 생각하고, 그녀는 시위에 가고 싶지 않다. Cleo는 Simon에게 그의 정치학 수업 학생들에게 물어보라고 제안한다."
test_37,#Person1# 은 #Person2# 에게 누군가가 문을 두드리며 가스레인지를 가져올 경우 괜찮다고 생각하게 된다고 말합니다.
test_38,"#Person1# 은 Maggie에게 노트를 빌려달라고 요청하고, Mark는 수업에 결석할까 봐 노트가 필요하다고 답합니다. 결국 그들은 도서관에서 함께 공부하기로 합니다."
test_39,#Person1# 은 Turner 교수님께 지질학 고급 과목에 등록할 수 있는지 문의합니다. Burman 교수님은 준비되면 등록을 허락하겠다고 합니다.
test_40,#Person1#은 #Person2#의 가게에서 펜던트를 샀지만 지금은 깨져서 새 것으로 교환하고 싶어합니다. #Person2#는 동의합니다.
test_41,#Person1#은 박싱 데이 세일을 위해 옷을 바꾸려고 하고 #Person2#에게 옷에 대해 묻습니다. #Person2#는 #Person1#에게 게임을 보라고 요청하지만 #Person1#은 계속 옷에 대해 묻습니다. #Person2#는 화가 나서 #Person1#에게 옷을 환불하라고 요청합니다.
test_42,#Person2# 는 미디어 업계에서 일하는 것이 재미있을 것 같다고 생각합니다. #Person1# 은 잡지에 글을 쓰는 것을 제안합니다.
test_43,#Person2#는 연설이 지루하다고 생각하지만 #Person1#는 여기에 있어야 한다. #Person1#는 #Person2#에게 신문을 읽어보라고 제안하지만 #Person2#는 만화를 원한다.
test_44,사라는 #Person1# 에게 회사 근처의 저렴한 집을 사는 것이 비용을 절약할 수 있다고 조언합니다. 또한 집의 위치도 괜찮다고 합니다.
test_45,Mark Leach는 #Person1# 에게 런던의 관광 사무소에서 정보 담당관으로 일하며 방문객들에게 직접 카운터에서 관광 정보를 제공한다고 설명합니다. 또한 영국으로 오는 사람들에게 다양한 제안을 할 수 있다고 합니다.
test_46,"Lin Fang은 #Person1# 에게 영어를 가장 좋아하는 과목이라고 말하고, 수학이 가장 싫어하는 과목이라는 설명을 듣습니다. 반면, Nancy는 수학과 과학을 좋아하지 않습니다."
test_47,토요일에 James가 Mrs. Thomas의 집에 와서 뜰을 청소하고 개를 산책시켜 줍니다. James는 다음 주말에 할아버지 뵈러 가야 해서 Mrs. Thomas는 James의 여동생 Allison이 오게 할 것입니다.
test_48,#Person1# 과 #Person2# 는 아파트의 추운 날씨에 대해 이야기하고 있습니다.
test_49,Mike는 Jason과 Laura에게 화와 슬픔이 동시에 나오길 원합니다. #Person1# 은 그녀의 대사가 마음에 들지 않을 경우 다른 방법을 시도해보라고 제안합니다.
test_50,"#Person1# 은 #Person2# 에게 프렌드쉽 호텔로 가달라고 요청하고, 요금을 지불합니다."
test_51,#Person1# 은 빈털터리가 되어 다른 버스를 타야 합니다. #Person2# 는 #Person1# 에게 잔돈을 빌려달라고 요청합니다.
test_52,"#Person2#는 #Person1#에게 여기서 시내까지 15분 거리라고 말하고, #Person2#의 회사에 대해 소개합니다."
test_53,"#Person2# 는 #Person1# 에게 Lulu가 Vic과 헤어졌고, 이제 전근 신청까지 했다고 말합니다."
test_54,데이브 톰슨은 샐리에게 짐이 아직 돌아오지 않았다고 알린다. 그는 짐에게 연락해 나중에 다시 하겠다고 한다.
test_55,#Person2# 가 #Person1# 에게 시청으로 가는 길을 안내합니다.
test_56,#Person1# 은 #Person2# 에게 여권을 분실물 보고서를 작성하여 대사관에 연락하라고 조언합니다.
test_57,Leah는 Ms. Collins가 다음 주까지 돌아오지 못할 것 같아 전화를 걸었습니다. Nathaniel은 Mr. Liu에게 오늘 오후에 약속을 잡으라고 요청했습니다.
test_58,#Person1#과 #Person2#는 Sarah가 Dick과 결혼하겠다고 말한 것에 놀랐다.
test_59,"#Person1#과 #Person2#는 파티를 즐기고 있다. #Person2#는 빨간 드레스를 입은 금발 여자에게 반하지만, #Person2#는 그녀에게 말을 걸기에는 너무 긴장하고 있다. #Person1#은 #Person2#에게 용기를 내라고 격려한다."
test_60,"Jack은 정치학 수업을 좋아하지만, 비즈니스 커뮤니케이션 수업을 아직 듣지 못했다. #Person1# 은 그가 가장 좋아하는 수업이라고 생각한다."
test_61,"#Person1#과 #Person2#는 어제 베이징에 있었던 폭풍우에 대해 이야기한다. #Person2#는 #Person1#에게 오늘도 비가 올 수 있다고 말하고, 베이징의 여름, 봄, 겨울에 대해 이야기한다."
test_62,"#Person1# 은 #Person2# 에게 오늘 밤 공포 영화를 보자고 제안하지만, 두 사람 모두 로맨스는 지루하고 코미디 영화는 위험하다고 생각합니다. 결국 둘은 전쟁 영화를 보러 가기로 결정합니다."
test_63,Adam은 #Person1# 에게 학교에서 가장 높은 건물과 학교 남쪽에 있는 건물에 대해 설명한다.
test_64,#Person1#이 #Person2#에게 임신했다고 말한다. #Person2#는 매우 기뻐한다.
test_65,#Person1# 과 #Person2# 는 John이 일주일에 일곱 번 그녀와 데이트를 하는 것에 대해 이야기합니다.
test_66,"#Person2# 는 #Person1# 에게 소프트웨어에 그림 그리기 프로그램을 추가하고, 하드웨어를 업그레이드하며, CD-ROM 드라이브를 추가하라고 제안합니다."
test_67,#Person2# 는 #Person1# 에게 중국에서 왔다고 말합니다. #Person2# 의 나이는 26살이고 콜롬비아 혈통도 있습니다.
test_68,#Person1# 은 #Person2# 에게 체중 증가와 다이어트에 대한 고민을 털어놓습니다. 그들은 운동 수업에 가기로 결정합니다.
test_69,#Person1# 은 James에게 식당 홀의 창가 자리를 안내합니다.
test_70,"#Person2#는 #Person1#에게 공장의 면적, 설립 연도, 직원 수에 대해 설명합니다. 그들은 생산 현장으로 이동할 예정입니다."
test_71,"#Person1#은 Rebecca에게 그녀의 첫 직장에 대해 묻습니다. Rebecca는 #Person1#에게 인턴으로 시작했고, 그 후에 주니어 로컬 뉴스 리포터로 승진했다고 말합니다. 그녀는 2006년에 런던 주간지로 이직했습니다."
test_72,#Person1#과 #Person2#는 조별 발표를 위해 포스터를 만들기 위해 문구점에 가려고 한다. #Person1#은 쇼핑 리스트를 작성하고 #Person2#는 #Person1#에게 선반에 무엇이 있는지 알려준다.
test_73,Mary는 매일 인력시장을 가고 있다. #Person1#은 그녀에게 인터넷으로 취직 지원하는 것을 제안하고 그 방법을 설명한다.
test_74,"#Person2# 는 #Person1# 에게 쇼핑 예산을 짜고 있으며, 한 달에 300달러만 사용할 수 있다고 설명합니다. #Person2# 의 예산은 고지서를 내야 합니다."
test_75,"Jane은 병원에 가기 위해 7번 버스를 타야 하지만, Henry는 13번 버스도 괜찮다고 한다."
test_76,#Person1# 은 #Person2# 에게 내년 판매 예측에 대해 이야기하기 위해 전화를 걸었습니다. 그들은 다음 주 화요일 오후 2시 30분에 만나기로 했습니다.
test_77,#Person1# 은 뉴욕에 처음 갈 때 관광 안내원이 없어 불안해합니다. #Person2# 는 #Person1# 에게 설문지를 통해 예산에 맞춰 완벽한 여행 일정을 만들 수 있다고 조언합니다.
test_78,"#Person1# 은 Mr. Jackson과 면접을 진행합니다. #Person2# 는 영업부에서 일하고 싶어하며, 월 2,000 위안을 받고 수당과 보너스를 더해 한 달에 약 3,000위안을 받는다고 설명합니다. 또한, 급여와 복리후생에 대해 묻습니다."
test_79,"#Person1# 은 계약서에 서명하러 왔지만, #Person2# 는 계약서가 내일까지 준비될 것이라고 말합니다. 그들은 합의된 내용을 검토한 후 계약을 체결할 예정입니다."
test_80,#Person1#이 ABC 렌터카에 전화를 걸어 친구가 다쳤다고 알렸습니다. #Person2#는 구급차와 경찰을 부를 것입니다.
test_81,#Person2# 가 #Person1# 에게 학교 보건실로 가는 길을 안내합니다.
test_82,#Person2#는 짐 엘리베이터 소리 때문에 방을 바꾸고 싶어합니다. #Person1#는 내일 아침에 떠나는 관광 회사 때문에 내일까지 기다려야 한다고 말합니다.
test_83,"#Person1# 은 #Person2# 에게 베이징 호텔로 가는 비행기에 대해 물어보고, Mr. Wu를 위한 연회에 초대하고 관광을 준비하겠다고 약속합니다."
test_84,#Person1# 은 #Person2# 에게 지도를 보여주며 유이창으로 가는 길을 안내합니다.
test_85,#Person2#의 컴퓨터가 고장나서 #Person1#은 수리공에게 전화하는 것을 제안한다.
test_86,"#Person2# 는 어머니 생신 선물로 금색 목걸이를 고려하고 있습니다. #Person1# 은 시계가 너무 화려하다고 생각하지만, #Person2# 의 추천에 따라 시계를 구매합니다."
test_87,"Mr. Fisher는 Ms. Ross에게 전화하여 뉴질랜드에 지점을 열 계획이라고 알리고, 발표 전에 음료와 스낵 뷔페도 준비할 예정입니다."
test_88,"#Person2# 는 #Person1# 에게 러시아와 캐나다의 차이점에 대해 이야기합니다. #Person2# 의 나라에서는 모든 것이 빠르게 진행되지만 캐나다에서는 더 느리게 진행됩니다. 또한 캐나다 사람들은 대개 빠르게 행동하며, 특히 공공 서비스는 느리지만 미국 사람들보다 더 여유롭다고 생각합니다."
test_89,#Person1# 과 #Person2# 는 올해 카리브해로 여행을 계획하고 있습니다. #Person1# 은 자메이카와 케이맨 제도의 날씨가 2주 전에 폭풍을 만났기 때문입니다.
test_90,#Person1#이 엄마에게 소풍에 가져갈 과일을 물어봅니다.
test_91,#Person2# 는 #Person1# 에게 경제형 차량 렌트 비용과 운전면허증을 안내합니다.
test_92,#Person1# 은 #Person2# 에게 엘리베이터에서 무표정한 사람들이 불편하다고 말합니다.
test_93,#Person1# 과 #Person2# 는 작년 판매 실적에 대해 이야기하고 있습니다. #Person1# 은 Wallace의 기여와 새로운 광고 캠페인 덕분이라고 생각합니다.
test_94,"#Person2# 가 가방을 도난당했고, #Person1# 은 #Person2# 에게 돈을 빌려달라고 요청합니다. #Person3# 는 버스에서 엄마를 데려다주겠다고 합니다."
test_95,Lin은 Steven에게 중국에서의 팁에 대해 설명한다. Steven은 중국의 팁 시스템이 문명적이라고 생각한다.
test_96,빌은 룸메이트와 헤어졌다. #Person1# 은 Brain Locker를 알고 있다.
test_97,#Person1# 은 Tom Wilson이 호텔에서 식사 요금을 신용카드로 결제할 수 있도록 도와줍니다.
test_98,캐롤이 샤워 중이라 수잔에게 중요한 전화를 걸기 어렵다. #Person1# 은 그에게 내일 밤 8시 반에 질의 집에서 디저트를 가져오라고 요청한다.
test_99,#Person2# 가 #Person1# 에게 Common Fitness Gym에서 일한 적이 있다고 말합니다. #Person2# 는 모퉁이에 있는 Whole Bean Cafe로 가보라고 제안합니다.
test_100,"#Person1# 과 #Person2# 는 트럼프에 대해 이야기하고 있습니다. #Person1# 은 그가 미국을 다시 위대하게 만들 것이라고 믿지만, #Person3# 는 그가 적임자가 아니라고 생각합니다."
test_101,#Person1# 은 #Person2# 에게 ATM을 사용하는 방법을 설명합니다.
test_102,수잔 밀러가 John에게 사무실 절차에 관한 메모를 찾는 데 도움을 청한다.
test_103,#Person1# 이 Lily에게 주말 소풍을 제안하고 편한 옷과 신발을 준비하겠다고 합니다.
test_104,#Person2# 는 #Person1# 에게 중국 연회에 초대받았을 때 젓가락을 사용해야 한다고 설명합니다. #Person2# 은 테이블 예절을 상기시킵니다.
test_105,"Mary와 Frank는 자신들이 좋아하는 영화 장르에 대해 이야기한다. Mary는 예술 영화와 스릴러를 좋아하고, Frank는 모든 장르를 좋아한다. Mary는 Movie Salon에서 영화를 빌려 보는 것을 제안한다."
test_106,"#Person2#는 #Person1#에게 녹색당에 가입할까 생각한 적이 있었지만, 그린피스라는 압력 단체의 회원이었다고 말합니다. #Person1#는 녹색당이 선거에서 이길 가능성은 없을 것이라고 생각합니다. #Person2#는 동의하지만, 작은 정치 단체나 압력 단체가 큰 정당에 영향을 미칠 수 있다고 생각합니다."
test_107,"#Person1#은 Wilson 씨에게 상품 문제에 대해 사과하고, 앞으로 더 이상 발생하지 않도록 하겠다고 약속합니다."
test_108,"#Person2# 는 #Person1# 에게 강도 사건을 목격했다고 말하고, 경찰서에 와달라고 요청합니다."
test_109,"#Person1# 은 #Person2# 에게 저녁을 각자 해결해야 한다고 말하며, 아빠와 엄마가 함께 외출했다고 전합니다."
test_110,"#Person1#이 #Person2#에게 새해 결심으로 다이어트를 하기로 했다고 말하지만, 곧 #Person1#이 과자를 먹는 것을 발견한다."
test_111,"Karen Huang은 터치톤 등록 시스템을 통해 Comp Lit 287 수업에 등록하려 했으나, 컴퓨터 승인 문제로 인해 이미 만원 상태였습니다. #Person1# 은 그가 이 수업을 수강할 수 있도록 특별 코드를 제공하고, 전화 등록 시 코드 번호 및 사용법 안내를 제공할 예정입니다."
test_112,#Person1# 은 #Person2# 에게 우산을 쓰고 함께 가자고 제안합니다.
test_113,"Daisy가 Jack에게 자신의 새로운 차를 태워주겠다고 제안하고, 그의 빠른 주행 능력에 놀랍니다."
test_114,#Person1# 은 #Person2# 에게 큰불이 밤 10시 30분에 발생했다고 말합니다.
test_115,"#Person2# 는 남편이 계산대에서 현금 900위안을 요구했지만, #Person1# 은 신용카드로 결제합니다."
test_116,#Person2# 는 #Person1# 의 도움으로 일반 세차 패키지를 선택합니다.
test_117,해리는 #Person1#에게 올해 이집트로 배로 가려고 생각 중이라고 말한다. 하지만 그는 아내가 걱정이 많아서 아직 결정하지 못했다.
test_118,"Johnson은 #Person1# 에게 헬스장에 가기 위해 기계를 사용해야 한다고 설명하며, 멤버십 카드를 준비하여 기계에 적합한 시작 무게를 정하도록 도와줍니다. 또한, 기계가 너무 지쳤다고 느끼면 중단하는 것이 좋다고 조언합니다."
test_119,#Person1#과 #Person2# 모두 실직 상태이다. #Person2#는 #Person1#에게 전기 기술자 프로그램에 지원하라고 제안한다.
test_120,"#Person1# 은 강아지들에게 밥을 주고, 목욕시켜주기로 했습니다. #Person2# 는 수의사 예약을 상기시킵니다."
test_121,#Person1# 은 집주인 아주머니께 200달러 빚이 있어 월요일에 돈을 빌리려고 합니다. 에이든은 #Person1# 에게 저녁 식사에 초대합니다.
test_122,#Person2# 는 자선 단체에서 일한 경험을 #Person1# 에게 공유합니다.
test_123,#Person2# 가 #Person1# 에게 연락하여 결과를 일주일 후에 보내기로 했습니다.
test_124,#Person1# 은 #Person2# 에게 모우탄과 베이징 오리 구이를 추천합니다.
test_125,Angela는 Dan에게 다음 주에 결혼식에 초대하고 Megan도 초대하길 원한다고 말한다. Dan은 이미 선물을 샀고 Megan에게 이야기할 것이다.
test_126,"#Person1#과 #Person2#는 디저트를 먹고 있다. #Person2#는 전통 그리스 요거트를 먹고 #Person1#은 이탈리아 티라미수를 먹는다. 그들은 서로의 디저트를 맛보고, #Person1#은 튀긴 바나나를 사다줄 것이다."
test_127,#Person1#은 Smith 씨에게 예일 대학교 경제학과 졸업자로서의 직장 경력에 대해 인터뷰합니다.
test_128,#Person1# 은 조카에게 줄 예쁜 선물로 $29.95의 디지털 바비를 구매합니다.
test_129,#Person1# 은 #Person2# 가 조던 운동화를 41 사이즈로 구매하는 것을 도와줍니다.
test_130,#Person1# 은 과학박물관에 가기 위해 길을 잃었습니다. #Person2# 는 #Person1# 에게 4번 플랫폼에서 기차를 타고 State Street 역에서 내리라고 안내합니다.
test_131,"사이먼은 #Person1#에게 은퇴 후에 가족과 더 많은 시간을 보내고 여행도 좀 했다고 말한다. 사이먼은 '단계적 은퇴'라는 제도에 참여하고 있으며, 회사 웹사이트에 구인 정보를 게시한다. 사이먼은 회사가 유연성을 얻을 수 있다고 생각한다."
test_132,"Rocky는 #Person1# 에게 파티에 가보라고 제안하지만, #Person2# 는 외향적이고 다정하고 아이들 돌보는 여자를 선호한다고 말한다. 그녀는 남편이 집안일을 공평하게 분배하지 않는다고 생각하며, 자기중심적인 사람은 싫어한다. #Person3# 는 Rusty에게 안부를 전해달라고 요청한다."
test_133,"#Person1# 과 #Person2# 는 어젯밤의 폭풍에 대해 이야기하고 있습니다. #Person1# 은 날씨가 끔찍하다고 느끼지만, #Person3# 은 여전히 날씨가 좋다고 생각합니다."
test_134,"#Person1# 은 #Person2# 에게 TV를 자주 보는 것이 지루하다고 말하며, 나가서 노는 것이 더 좋다고 생각합니다. 그들은 함께 할 수 있는 활동을 논의하기로 합니다."
test_135,"Ben은 #Person1# 에게 새 학교 생활에 적응하기 위해 내일 수업을 준비 중이라고 말하며, 수업 시간과 휴식 시간을 포함한 정보를 제공합니다."
test_136,#Person1#은 Adam에게 토요일까지 무릎을 쉬게 하라고 조언한다. 그들은 미시간과의 경기를 위해 경기 영상을 볼 예정이다.
test_137,#Person1#이 #Person2#에게 프린트를 도와달라고 요청한다.
test_138,#Person1# 이 #Person2# 에게 커튼을 달기 위해 사다리를 요청합니다.
test_139,Jack은 #Person1# 에게 주말 캠핑 계획에 대해 설명한다.
test_140,"#Person1# 은 #Person2# 가 임신한 것을 알게 된 것에 대해 기뻐합니다. #Person3# 는 출산 예정일이 2009년 10월 27일이며, 2009년 2월 3일에 아기가 임신된 것이라고 설명합니다."
test_141,#Person2# 는 딸이 대학 결정을 못 하고 있어서 걱정하고 있습니다. #Person1# 은 #Person2# 에게 딸에게 몇 가지 조언을 해달라고 요청합니다.
test_142,#Person1#은 일자리를 잃을까봐 걱정하고 있다. #Person2#는 #Person1#에게 다른 일자리 찾을 때까지 함께 살자고 제안한다. #Person1#은 이것이 좋은 생각이라고 생각한다.
test_143,"#Person2#는 #Person1#에게 #Person2#의 친구가 영국에서 막 도착했으며, #Person2#의 실험실에서 강연을 하게 초대했다고 말한다. #Person1#는 그 강연에 참석하고 싶어한다."
test_144,"#Person2#가 감기에 걸렸고, #Person1#이 #Person2#를 위해 수프를 만들고 싶어한다. #Person2#는 거절한다."
test_145,파버 Mr. Faber가 요크 호텔에 3박 동안 더블 룸을 예약하기 위해 전화합니다.
test_146,"#Person1# 은 #Person2# 에게 웨스트 더비, 플랫, 그리고 John Godfrey의 사무실을 추천합니다. 그들은 토요일에 만나기로 했습니다."
test_147,#Person1#과 #Person2#는 운전 사고에 대해 서로에게 책임을 뒤집어씌우고 있다.
test_148,"#Person1# 은 Dan에게 100대 컴퓨터 주문을 확인하기 위해 전화를 걸었으나, Darlene은 공장에 인력이 부족하다고 하며 Steve의 전화번호를 요청합니다. #Person1# 이 그의 전화 번호를 알려줍니다."
test_149,#Person1# 은 #Person2# 에게 워싱턴 포스트의 사본과 뉴욕 타임스와 로스앤젤레스 타임스의 차이점을 설명합니다.
test_150,#Person2# 의 컴퓨터가 이메일 용량을 초과하여 바이러스를 일으켰습니다. #Person1# 은 #Person2# 에게 첨부 파일을 압축해서 보내라고 제안합니다.
test_151,#Person2# 는 주말에 #Person1# 을 창사에 초대해 주셔서 감사하다고 말합니다.
test_152,"#Person1#은 중국 음식을 먹고 싶어하고, #Person2#는 Panda Express를 추천한다. #Person1#은 동의한다."
test_153,메리가 톰에게 전화를 걸어 그가 영업직에 적합하지 않다고 말한다. 톰은 메리에게 기회를 주는 것을 요청한다.
test_154,#Person2# 가 #Person1# 에게 열 번째 전화를 걸었습니다. #Person2# 는 경찰에 신고할 것입니다.
test_155,"#Person2#는 음악 교사가 되고 싶어하며, #Person1#에게 자신의 학위, 좋아하는 음악, 그리고 클래식 음악을 어떻게 알게 되었는지에 대해 이야기합니다. #Person2#는 학생들이 클래식 음악을 더 들어야 한다고 생각하며, #Person1#에게 인터넷에서 녹음을 찾는 것을 추천합니다."
test_156,#Person2#는 #Person1#에게 아침에 만난 미국 여자에 대해 이야기한다. #Person2#는 그녀를 좋아하고 곧 그녀를 저녁 식사에 초대할 계획이다. #Person1#는 그에게 행운을 빕니다.
test_157,"#Person1# 은 #Person2# 에게 Mirella가 Silicon Valley에서 회의 참석 후 계속 청바지에 스웨트셔츠를 입고 출근한다고 전하며, 그녀의 새로운 캐주얼한 스타일이 수용 가능하지 않다는 것을 전하는 방법이라고 설명합니다."
test_158,"#Person1# 은 #Person2# 에게 법률 사무소를 차리려고 하며, #Person3# 의 도움에 감사를 표합니다."
test_159,Peter는 Kate에게 어젯밤에 온라인에서 게임을 했다고 말합니다.
test_160,"#Person1# 과 #Person2# 는 배와 보트가 기차, 비행기, 자동차에게 자리를 내주고 있는 상황에 대해 이야기하고 있습니다."
test_161,"Fanny는 어젯밤에 유령을 쫓는 악몽을 꾸고, 그녀의 엄마가 그녀를 깨웠다. 그녀는 미시간 대학교에 들어가는 것이 걱정이다. Andy는 그녀에게 다른 학교를 생각하라고 조언한다."
test_162,"#Person1# 과 Ernie는 밴드를 결성할 계획이다. #Person1# 은 Vanilla Ice의 노래를 추천하고, #Person2# 는 iTunes에서 그의 노래를 사라고 제안한다."
test_163,"#Person2# 는 #Person1# 에게 오늘 밤 강변 저녁 유람선 투어를 제안하고, Sanger Theater에서 멋진 쇼를 관람할 수 있다고 말합니다."
test_164,#Person1# 은 #Person2# 의 사이즈에 맞는 상품을 구매하고 신용카드로 결제합니다.
test_165,"#Person1#은 Foster씨가 오늘 오후에 교육 매뉴얼을 가져가고 싶어 한다고 말하지만, Blake씨는 내일 오후에만 가능하다고 말한다."
test_166,"#Person2# 는 #Person1# 에게 휴가 계획을 말하며, 롱아일랜드와 솔트레이크시티를 경유하여 파이브 레이크 스트릿과 월 스트리트를 방문할 계획이라고 설명합니다."
test_167,"#Person1# 은 #Person2# 에게 파멜라를 돌봐 달라고 부탁합니다. #Person3# 는 회사가 망했을 때, 거짓 친구들을 떠나 보내준 유일한 친구이기 때문입니다."
test_168,#Person2# 는 #Person1# 에게 77번 도로와 12번 버스를 타는 것이 좋다고 안내합니다.
test_169,#Person2#는 #Person1#에게 이슬람에 대한 프로그램을 보여주고 메카로 성지순례 가는 무슬림들에 대해 설명한다. #Person1#는 순례가 많은 종교에서 흔하다는 것에 동의한다.
test_170,#Person1#이 길을 잃었다. #Person2#가 #Person1#에게 중앙 백화점과 국가 은행으로 가는 길을 알려준다.
