fname,summary
test_105,"Mary와 Frank는 자신들이 좋아하는 영화 장르에 대해 이야기한다. Mary는 예술 영화와 스릴러를 좋아하고, Frank는 모든 장르를 좋아한다. Mary는 Movie Salon에서 영화를 빌려 보는 것을 제안한다."
test_106,"#Person2#는 #Person1#에게 녹색당에 가입할까 생각한 적이 있었지만, 그린피스라는 압력 단체의 회원이었다고 말합니다. #Person1#는 녹색당이 선거에서 이길 가능성은 없을 것이라고 생각합니다."
test_107,"#Person1#은 Wilson 씨에게 상품 문제에 대해 사과하고, 앞으로 이런 일이 다시 일어나지 않도록 하겠다고 약속했습니다."
test_108,#Person2#는 강도 사건을 목격했습니다. #Person1#는 #Person2#에게 자세한 내용을 물어보고 경찰서에 와달라고 요청했습니다.
test_109,#Person2#는 #Person1#에게 아빠와 엄마가 데이트를 가셨다고 말한다. #Person1#는 놀라워한다.
test_110,"#Person1#이 #Person2#에게 새해 결심으로 다이어트를 하기로 했다고 말하지만, 곧 #Person1#이 과자를 먹는 것을 발견한다."
test_111,"Karen은 Comp Lit 287 수업에 등록하고 싶지만, 그 수업은 이미 만원입니다. #Person1#은 Karen에게 대기자 명단에 올려주고, 비교문학 학생들을 위해 특별 코드를 제공합니다."
test_112,"#Person1#은 우산을 깜빡하고, #Person2#는 #Person1#과 함께 가든 호텔로 가는 길에 우산을 함께 쓰기로 합니다."
test_113,Jack이 고물차를 버리고 새 차를 샀다. Daisy는 그 차가 빠르고 잘 나간다고 생각한다.
test_114,#Person2#는 #Person1#에게 큰불이 대략 10시쯤에 났다고 말했다.
test_115,"#Person2#는 #Person1#의 가게에서 총 905위안을 지불하고, #Person1#은 서비스 요금을 포함해야 합니다. #Person2#는 현금으로 지불할 수 없으므로, #Person2#는 남편의 신용카드로 지불합니다."
test_116,#Person2#는 #Person1#의 도움으로 일반 세차 패키지를 선택하여 차를 세차합니다.
test_117,해리는 #Person1#에게 올해 이집트로 배로 가려고 생각 중이라고 말한다. 하지만 그는 아내가 걱정이 많아서 아직 결정을 내리지 못했다.
test_118,Johnson은 #Person1#에게 기계 사용법을 가르치고 운동 카드를 만들어 #Person1#에게 기계에서 사용하는 무게를 기록하도록 도와줍니다. #Person1#은 기계를 사용하는 데 지쳤기 때문에 다음 번에 하기로 합니다.
test_119,#Person1#과 #Person2# 모두 실직 상태이다. #Person2#는 #Person1#에게 전기 기술자 프로그램에 지원하라고 제안한다.
test_120,"#Person1#은 #Person2#에게 강아지에게 밥을 주고 목욕시키라고 요청하고, 수의사와의 약속을 잊지 않도록 요청한다."
test_121,#Person1#은 집주인에게 돈을 갚기 위해 에이든에게 돈을 빌리려고 합니다. 에이든은 돈이 빠듯하지만 20달러를 빌려줄 수 있습니다. #Person1#은 에이든을 저녁 식사에 초대합니다.
test_122,#Person2#는 자선 단체에서 일한 경험을 #Person1#에게 공유합니다.
test_123,#Person1#은 #Person2#에게 일주일 내로 결과를 알려줄 것이라고 말했다.
test_124,#Person2#는 #Person1#에게 모우탄을 추천하고 베이징 오리 구이를 함께 주문하라고 제안한다.
test_125,Angela는 Dan에게 다음 주에 결혼식에 초대하고 Megan도 초대하길 원한다고 말한다. Dan은 이미 선물을 샀고 Megan에게 이야기할 것이다.
test_126,#Person1#과 #Person2#는 디저트를 먹고 있다. #Person2#는 전통 그리스 요거트를 먹고 #Person1#은 이탈리아 티라미수를 먹는다. 그들은 서로의 디저트를 맛보고 #Person1#은 튀긴 바나나를 사다줄 것이다.
test_127,#Person1#은 Smith 씨에게 예일 대학교 경제학과 졸업자로서의 직장 경력에 대해 인터뷰합니다.
test_128,#Person1#은 조카를 위한 선물을 사고 싶어합니다. #Person2#는 디지털 바비를 추천하고 #Person1#은 그것을 구매합니다.
test_129,#Person2#는 조던 운동화 한 켤레를 사고 싶어합니다. #Person1#은 #Person2#에게 가격을 알려줍니다.
test_130,"#Person1#은 과학박물관에 가고 싶지만 길을 잃어버렸습니다. #Person2#는 #Person1#에게 티켓 기계를 어떻게 사용하는지 가르치고, 기차를 어떻게 타야 하는지 알려줍니다."
test_131,"사이먼은 #Person1#에게 단계적 은퇴에 대해 이야기한다. 사이먼은 6개월 동안 일을 쉬었고, 그 후에 이전의 회사에서 프로젝트 업무에 지원할 수 있게 되었다. 사이먼은 회사 웹사이트에 접근할 수 있는 구인 정보를 게시한다."
test_132,"#Person1#은 Rocky에게 여자와 춤을 추라고 제안하지만, Rocky는 집에서 요리하고 청소하는 여자를 좋아한다. #Person1#은 그가 결혼할 수 없다고 생각한다. #Person1#은 외향적이고 다정한 여자를 좋아한다."
test_133,#Person1#과 #Person2#는 어젯밤의 폭풍에 대해 이야기하고 있다. #Person1#은 #Person2#에게 #Person1#의 집이 멀리 떨어져 있어서 피해가 없었다고 말한다.
test_134,"#Person1#은 TV를 같이 보는 것을 제안하지만, #Person2#는 그것이 지루하다고 생각한다. #Person2#는 대신에 음악을 같이 하는 것을 제안한다."
test_135,Ben은 내일 수업에 대해 긴장하고 있다. #Person1#은 Ben을 위로하고 학교 일정을 알려준다.
test_136,#Person1#은 Adam에게 토요일까지 휴식을 취하고 미시간의 최근 세 경기 영상을 보라고 조언한다.
test_137,#Person1#이 #Person2#에게 프린트를 도와달라고 요청했다.
test_138,#Person2#가 #Person1#이 커튼을 달 수 있도록 도와준다.
test_139,#Person1#은 주말에 캠핑을 가기로 계획하고 있다. #Person2#는 다다음 주말이 좋다고 생각한다.
test_140,"#Person1#과 #Person2#는 서로를 매우 사랑하고, #Person1#은 임신한 것 같다고 생각한다. #Person2#는 출산 예정일을 듣고 놀라며, 그 이유는 #Person2#가 아기를 잉태할 기회가 없었다는 것이다."
test_141,#Person2#는 딸이 대학에 갈지에 대해 결정하지 못하고 있어서 걱정하고 있습니다. #Person1#는 #Person2#를 위로합니다.
test_142,#Person1#은 일자리를 잃을까봐 걱정하고 있다. #Person2#는 #Person1#에게 일자리를 잃으면 #Person2#와 함께 살면서 돈을 아끼는 것을 제안한다. #Person1#은 이 제안을 받아들인다.
test_143,"#Person2#의 친구가 영국에서 막 도착했고, #Person2#의 실험실에서 강연을 하게 초대했다. #Person1#은 그 강연에 참석하고 싶어한다."
test_144,"#Person2#가 감기에 걸렸고, #Person1#이 #Person2#를 위해 수프를 만들고 싶어한다. #Person2#는 거절한다."
test_145,#Person1#은 Mr. Faber가 3박 동안 더블 룸을 예약하는 것을 도와줍니다.
test_146,"#Person1#은 저렴한 원룸을 찾고 싶어합니다. #Person2#는 웨스트 더비를 추천하지만, 그곳에는 큰 집들이 많습니다. 그래서 #Person2#는 남쪽 더비의 John Godfrey에게 전화하라고 #Person1#에게 조언합니다."
test_147,#Person1#과 #Person2#는 운전 중에 정지당하고 길을 잃었다. 그들은 서로에게 책임을 뒤집어씌우고 있다.
test_148,Darlene이 Dan에게 전화를 걸어 컴퓨터 주문에 대해 확인한다. Dan은 그녀에게 18일까지 받아볼 수 있다고 말한다. Darlene은 Steve에게 전화를 걸어 이 상황을 알리려 한다.
test_149,#Person1#과 #Person2#는 신문의 발전에 대한 책을 읽고 있다. 그들은 뉴욕 타임스가 가장 오래된 신문이라고 생각한다.
test_150,"#Person2#는 컴퓨터에 바이러스가 걸렸다고 생각했지만, #Person1#는 첨부 파일이 너무 크기 때문이라고 말했다."
test_151,"#Person1#과 #Person2#는 주말에 함께 있었고, #Person2#는 #Person1#에게 감사의 말을 전했다."
test_152,"#Person1#은 중국 음식을 먹고 싶어하고, #Person2#는 Panda Express를 추천한다. #Person1#은 동의한다."
test_153,"메리가 톰에게 그의 영업직 제안이 취소되었다고 알리고, 톰은 메리에게 기회를 다시 주는 것을 요청한다."
test_154,#Person1#이 #Person2#에게 전화를 걸었지만 #Person2#는 응답하지 않았다.
test_155,"#Person2#는 음악 교사가 되고 싶어합니다. #Person2#는 #Person1#에게 자신의 학위, 좋아하는 음악, 그리고 클래식 음악을 어떻게 알게 되었는지에 대해 이야기합니다. #Person2#는 학생들이 클래식 음악을 더 들어야 한다고 생각합니다. #Person1#는 클래식 음악을 듣고 싶어합니다. #Person2#는 #Person1#에게 인터넷에서 녹음을 찾는 것을 추천합니다."
test_156,#Person2#는 아침에 만난 미국 여자에 반했다. #Person1#는 그들이 잘 맞을 것 같다고 생각한다. #Person2#는 그녀에게 전화해서 저녁 식사를 제안할 것이다.
test_157,#Person1#은 Mirella가 계속 청바지에 스웨트셔츠를 입고 출근하는 것이 이상하다고 생각한다. #Person2#는 그녀가 서부 해안 스타일에 영향을 받았다고 생각한다. #Person2#는 #Person1#에게 Mirella가 관리팀으로부터 새 드레스 네 벌을 받았다고 말한다.
test_158,#Person2#는 자신의 법률 사무소를 차리려고 합니다. #Person1#는 #Person2#를 격려합니다.
test_159,"Peter는 어젯밤에 거의 밤새 온라인에 있었고, 지금은 피곤하다."
test_160,#Person1#과 #Person2#는 배와 보트가 교통수단으로서의 중요도가 떨어지는 이유에 대해 이야기하고 있습니다.
test_161,"Fanny는 어젯밤에 유령을 쫓는 악몽을 꾸고, 그녀의 엄마가 그녀를 깨웠다. 그녀는 미시간 대학교에 들어가는 것이 걱정이다. Andy는 그녀에게 다른 학교를 생각하라고 조언한다."
test_162,#Person1#와 #Person2#는 밴드를 시작할 계획이고 Vanilla Ice의 노래를 연주할 예정이다.
test_163,#Person1#과 #Person2#는 뉴올리언스에서의 여행을 즐기고 있습니다. 그들은 Sanger Theater에서 쇼를 볼 예정입니다.
test_164,#Person1#은 #Person2#의 도움으로 옷을 구매하고 신용카드로 결제한다.
test_165,#Person1#은 Blake씨에게 Foster씨가 교육 매뉴얼을 요청했다고 말한다. Blake씨는 내일 오후에 그에게 전달할 것이다.
test_166,#Person2#는 데이비드에게 휴가 때 형의 생일을 축하하기 위해 차로 며칠 동안 솔트레이크시티로 가는 계획을 말해줍니다.
test_167,#Person1#은 파멜라를 태우러 가고 있다. #Person1#은 #Person2#에게 파멜라를 잘 돌봐 달라고 부탁한다. #Person1#은 #Person2#가 진정한 친구라고 생각한다.
test_168,#Person2#는 #Person1#에게 77번 도로로 가기 위해 12번 버스를 타라고 말한다.
test_169,"#Person2#는 #Person1#에게 이슬람에 대한 프로그램을 보여주고, 무슬림들이 메카로 성지순례를 가는 것을 설명한다. 그들은 순례가 많은 종교에서 흔하다는 것에 동의한다."
test_170,#Person1#은 처음이라 길을 잃었다. #Person2#는 #Person1#에게 중앙 백화점과 국가 은행으로 가는 길을 알려준다.
test_171,#Person1#은 기차를 타고 가는 것을 제안하지만 #Person2#는 자동차를 타고 가는 것을 선호한다. #Person1#은 기차가 더 비싸지만 더 빠르다고 생각한다.
